Area,Parent Task,Task,Dataset,Best method name,Primary metric,Primary metric - is higher better?,Metric first reported value,Metric SOTA value in 2013,Metric SOTA value in 2014,Metric SOTA value in 2015,Metric SOTA value in 2016,Metric SOTA value in 2017,Metric SOTA value in 2018,Metric SOTA value in 2019,Papers all time,Papers in 2013,Papers in 2014,Papers in 2015,Papers in 2016,Papers in 2017,Papers in 2018,Papers in 2019,Papers with code all time,Papers with code in 2013,Papers with code in 2014,Papers with code in 2015,Papers with code in 2016,Papers with code in 2017,Papers with code in 2018,Papers with code in 2019
Playing Games,Video Games,Atari Games,Atari 2600 Pong,DQN best,Score,TRUE,-19,21,21,21,21,21,21,21,12,1,0,4,3,2,1,0,10,1,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Amidar,IQN,Score,TRUE,103.4,103.4,103.4,2354.5,2354.5,2354.5,2946,2946,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Asterix,C51 noop,Score,TRUE,987.3,987.3,987.3,375080,375080,406211,406211,406211,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Breakout,Bootstrapped DQN,Score,TRUE,5.2,225,225,418.5,855,855,855,855,12,1,0,4,3,2,1,0,10,1,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Alien,IQN,Score,TRUE,939.2,939.2,939.2,4461.4,4461.4,4461.4,7022,7022,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Assault,IQN,Score,TRUE,628,628,628,11477,14497.9,14497.9,29091,29091,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Beam Rider,IQN,Score,TRUE,929.4,5184,5184,37412.2,37412.2,37412.2,42776,42776,12,1,0,4,3,2,1,0,10,1,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Kangaroo,Prior noop,Score,TRUE,1622,1622,1622,16200,16200,16200,16200,16200,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Gopher,IQN,Score,TRUE,1288,1288,1288,105148.4,105148.4,105148.4,118365,118365,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Robotank,Bootstrapped DQN,Score,TRUE,28.7,28.7,28.7,65.3,66.6,66.6,66.6,66.6,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Bowling,DDQN+Pop-Art noop,Score,TRUE,43.9,43.9,43.9,69.6,102.1,102.1,102.1,102.1,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Up and Down,A3C LSTM hs,Score,TRUE,3533,3533,3533,44939.6,105728.7,105728.7,105728.7,105728.7,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Tutankham,IQN,Score,TRUE,114.3,114.3,114.3,245.9,245.9,280,293,293,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Time Pilot,A3C LSTM hs,Score,TRUE,3741,3741,3741,11666,27202,27202,27202,27202,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Name This Game,IQN,Score,TRUE,2500,2500,2500,15572.5,15851.2,15851.2,22682,22682,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Boxing,IQN,Score,TRUE,44,44,44,99.4,99.4,99.4,99.8,99.8,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Asteroids,A3C LSTM hs,Score,TRUE,907.3,907.3,907.3,2837.7,5093.1,5093.1,5093.1,5093.1,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Zaxxon,A3C FF hs,Score,TRUE,3365,3365,3365,13886,24622,24622,24622,24622,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Ice Hockey,Prior noop,Score,TRUE,-9.5,-9.5,-9.5,1.3,1.3,1.3,1.3,1.3,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Tennis,IQN,Score,TRUE,-0.1,-0.1,-0.1,12.2,12.2,23.1,23.6,23.6,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Road Runner,A3C LSTM hs,Score,TRUE,67.7,67.7,67.7,69524,73949,73949,73949,73949,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Krull,Duel noop,Score,TRUE,3372,3372,3372,11451.9,11451.9,11451.9,11451.9,11451.9,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Demon Attack,C51 noop,Score,TRUE,520.5,520.5,520.5,73371.3,115201.9,130955,130955,130955,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Crazy Climber,C51 noop,Score,TRUE,23411,23411,23411,162224,162224,179877,179877,179877,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Centipede,DDQN+Pop-Art noop,Score,TRUE,8803,8803,8803,8803,49065.8,49065.8,49065.8,49065.8,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 River Raid,Duel noop,Score,TRUE,1904,1904,1904,21162.6,21162.6,21162.6,21162.6,21162.6,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Wizard of Wor,IQN,Score,TRUE,1981,1981,1981,12352,18082,18082,31190,31190,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Double Dunk,Prior noop,Score,TRUE,-13.1,-13.1,-13.1,18.5,18.5,18.5,18.5,18.5,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Battle Zone,IQN,Score,TRUE,15820,15820,15820,37150,38666.7,38666.7,42244,42244,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Video Pinball,C51 noop,Score,TRUE,16871,16871,16871,479197,811610,949604,949604,949604,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Bank Heist,Duel noop,Score,TRUE,190.8,190.8,190.8,1611.9,1611.9,1611.9,1611.9,1611.9,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Atlantis,ES FF (1 hour) noop,Score,TRUE,62687,62687,62687,629166.5,994500,1267410,1267410,1267410,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Star Gunner,A3C LSTM hs,Score,TRUE,1070,1070,1070,127073,164766,164766,164766,164766,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Fishing Derby,Duel noop,Score,TRUE,-89.5,-89.5,-89.5,46.4,46.4,46.4,46.4,46.4,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Chopper Command,IQN,Score,TRUE,1582,1582,1582,13185,13185,15600,16836,16836,11,0,0,4,3,2,1,0,9,0,0,3,2,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Kung-Fu Master,IQN,Score,TRUE,19544,19544,19544,48375,48375,48375,73512,73512,10,0,0,4,3,1,1,0,8,0,0,3,2,1,1,0
Playing Games,Video Games,Atari Games,Atari 2600 HERO,C51 noop,Score,TRUE,6459,6459,6459,23037.7,32464.1,38874,38874,38874,10,0,0,4,3,1,1,0,8,0,0,3,2,1,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Ms. Pacman,Prior noop,Score,TRUE,1692,1692,1692,6518.7,6518.7,6518.7,6518.7,6518.7,10,0,0,4,3,1,1,0,8,0,0,3,2,1,1,0
Playing Games,Video Games,Atari Games,Atari 2600 James Bond,IQN,Score,TRUE,202.8,202.8,202.8,5148,5148,5148,35108,35108,10,0,0,4,3,1,1,0,8,0,0,3,2,1,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Berzerk,Prior+Duel noop,Score,TRUE,2178.6,,,3409,3409,3409,3409,3409,8,0,0,3,2,2,1,0,7,0,0,3,1,2,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Defender,IQN,Score,TRUE,42214,,,42214,42214,42214,53537,53537,2,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0
Playing Games,Video Games,Atari Games,Atari-57,Ape-X,Medium Human-Normalized Score,TRUE,187.00%,,,,,187.00%,434.10%,434.10%,3,0,0,0,0,1,2,0,2,0,0,0,0,0,2,0
Playing Games,Video Games,Atari Games,Atari 2600 Solaris,IQN,Score,TRUE,8007,,,,,,8007,8007,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0
Playing Games,Video Games,Atari Games,Atari 2600 Phoenix,Prior+Duel hs,Score,TRUE,63597,,,63597,63597,63597,63597,63597,2,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Pitfall!,IQN,Score,TRUE,0,,,,,,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0
Playing Games,Video Games,Atari Games,Atari 2600 Skiing,IQN,Score,TRUE,-9289,,,,,,-9289,-9289,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Yars Revenge,IQN,Score,TRUE,28379,,,,,,28379,28379,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Playing Games,Video Games,Atari Games,Atari 2600 Surround,IQN,Score,TRUE,9.4,,,,,,9.4,9.4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Playing Games,Continuous Control,Continuous Control,DeepMind Cheetah Run (Images),PlaNet,Return,TRUE,650,,,,,,650,650,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Playing Games,Continuous Control,Continuous Control,DeepMind Cup Catch (Images),PlaNet,Return,TRUE,914,,,,,,914,914,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Playing Games,Continuous Control,Continuous Control,DeepMind Walker Walk (Images),PlaNet,Return,TRUE,890,,,,,,890,890,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Playing Games,Board Games,Game of Go,ELO Ratings,AlphaGo Zero,ELO Rating,TRUE,5185,,,,,5185,5185,5185,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Playing Games,Board Games,Game of Shogi,ELO Ratings,AlphaZero,ELO Rating,TRUE,4650,,,,,4650,4650,4650,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Graphs,Link Prediction,Link Prediction,WN18,Inverse Model,MRR,TRUE,0.822,,0.822,0.822,0.941,0.963,0.963,0.963,9,0,1,0,2,2,3,1,7,0,1,0,0,2,3,1
Graphs,Link Prediction,Link Prediction,WN18RR,M3GM,MRR,TRUE,0.43,,,,,0.43,0.4983,0.4983,6,0,0,0,0,1,4,1,5,0,0,0,0,1,3,1
Graphs,Link Prediction,Link Prediction, FB15k,ComplEx-N3 (reciprocal),MRR,TRUE,0.66,,,,,0.66,0.86,0.86,5,0,0,0,0,1,3,1,5,0,0,0,0,1,3,1
Graphs,Link Prediction,Link Prediction,FB15k-237,ComplEx-N3 (reciprocal),MRR,TRUE,0.325,,,,,0.325,0.37,0.37,4,0,0,0,0,1,2,1,4,0,0,0,0,1,2,1
Graphs,Link Prediction,Link Prediction,Pubmed,Variational graph auto-encoders,Accuracy,TRUE,96.50%,,,,96.50%,96.50%,96.50%,96.50%,2,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0
Graphs,Link Prediction,Link Prediction,Citeseer,MTGAE,Accuracy,TRUE,91.40%,,,,91.40%,91.40%,94.90%,94.90%,2,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0
Graphs,Link Prediction,Link Prediction,Cora,MTGAE,Accuracy,TRUE,92.00%,,,,92.00%,92.00%,94.60%,94.60%,2,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0
Graphs,Link Prediction,Link Prediction,YAGO3-10,ComplEx-N3 (reciprocal),Hits@10,TRUE,0.62,,,,,0.62,0.71,0.71,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0
Graphs,Node Classification,Node Classification,Citeseer,LGCN sub,Accuracy,TRUE,43.20%,,43.20%,43.20%,70.30%,70.30%,73.00%,73.00%,9,0,1,0,3,0,5,0,9,0,1,0,3,0,5,0
Graphs,Node Classification,Node Classification,Cora,LGCN sub,Accuracy,TRUE,67.20%,,67.20%,67.20%,81.50%,81.50%,83.30%,83.30%,9,0,1,0,3,0,5,0,9,0,1,0,3,0,5,0
Graphs,Node Classification,Node Classification,Pubmed,MTGAE,Accuracy,TRUE,65.30%,,65.30%,65.30%,79.00%,79.00%,80.40%,80.40%,9,0,1,0,3,0,5,0,9,0,1,0,3,0,5,0
Graphs,Node Classification,Node Classification,BlogCatalog,GraphGAN,Accuracy,TRUE,22.50%,,22.50%,22.50%,22.50%,23.20%,23.20%,23.20%,5,0,1,1,1,2,0,0,5,0,1,1,1,2,0,0
Graphs,Node Classification,Node Classification,Wikipedia,GraphGAN,Accuracy,TRUE,19.40%,,19.40%,19.40%,19.40%,21.30%,21.30%,21.30%,5,0,1,1,1,2,0,0,5,0,1,1,1,2,0,0
Graphs,Node Classification,Node Classification,NELL,GCN,Accuracy,TRUE,58.10%,,58.10%,58.10%,66.00%,66.00%,66.00%,66.00%,3,0,1,0,2,0,0,0,3,0,1,0,2,0,0,0
Graphs,Graph Classification,Graph Classification,D&D,PSCN,Accuracy,TRUE,76.27%,,,,76.27%,76.27%,76.27%,76.27%,4,0,0,0,1,0,2,1,4,0,0,0,1,0,2,1
Graphs,Graph Classification,Graph Classification,IMDb-B,AWE,Accuracy,TRUE,71.00%,,,,71.00%,71.00%,74.45%,74.45%,4,0,0,0,1,0,2,1,4,0,0,0,1,0,2,1
Graphs,Graph Classification,Graph Classification,NCI1,GCAPS-CNN,Accuracy,TRUE,76.34%,,,,76.34%,76.34%,82.72%,82.72%,3,0,0,0,1,0,1,1,3,0,0,0,1,0,1,1
Graphs,Graph Classification,Graph Classification,MUTAG,PSCN,Accuracy,TRUE,88.95%,,,,88.95%,88.95%,88.95%,88.95%,3,0,0,0,1,0,1,1,3,0,0,0,1,0,1,1
Graphs,Graph Classification,Graph Classification,COLLAB,CapsGNN,Accuracy,TRUE,79.62%,,,,,,,79.62%,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Graphs,Graph Classification,Graph Classification,ENZYMES,CapsGNN,Accuracy,TRUE,54.67%,,,,,,,54.67%,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Graphs,Graph Classification,Graph Classification,IMDb-M,CapsGNN,Accuracy,TRUE,50.27%,,,,,,,50.27%,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Graphs,Graph Classification,Graph Classification,RE-M5K,CapsGNN,Accuracy,TRUE,52.88%,,,,,,,52.88%,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Graphs,Graph Classification,Graph Classification,PROTEINS,CapsGNN,Accuracy,TRUE,76.28%,,,,,,,76.28%,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Graphs,Graph Classification,Graph Classification,RE-M12K,CapsGNN,Accuracy,TRUE,46.62%,,,,,,,46.62%,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Time Series,Traffic Prediction,Traffic Prediction,METR-LA,DCRNN,MAE @ 12 step,FALSE,3.6,,,,,3.6,3.6,3.6,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Time Series,Time Series Forecasting,Multivariate Time Series Forecasting,BPI challenge '12,LSTM,Accuracy,TRUE,0.76,,,,0.76,0.76,0.76,0.76,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Time Series,Time Series Forecasting,Multivariate Time Series Forecasting,Helpdesk,LSTM,Accuracy,TRUE,0.7123,,,,0.7123,0.7123,0.7123,0.7123,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Computer Code,SQL-to-Text,SQL-to-Text,WikiSQL,Graph2Seq-PGE,BLEU-4,TRUE,35.53,,,35.53,35.53,35.53,38.97,38.97,2,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0
Reasoning,Common Sense Reasoning,Common Sense Reasoning,SWAG,BERT Large,Test,TRUE,59.2,,,,,,86.3,86.3,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0
Reasoning,Common Sense Reasoning,Common Sense Reasoning,Winograd Schema Challenge,GPT-2,Score,TRUE,62.6,,,,,,62.6,70.7,2,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1
Reasoning,Common Sense Reasoning,Common Sense Reasoning,Event2Mind,BiRNN 100d,Test,FALSE,4.22,,,,,,4.22,4.22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Knowledge Base,Knowledge Graphs,Open Knowledge Graph Canonicalization,Noun Phrase Canonicalization,CESI,Ambiguous dataset,TRUE,99.8,,,,,,,99.8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
